ano,uf,cultura,conab_ha
2011,GO,Milho (em grão),1867899.9999999998
2011,MA,Milho (em grão),955600.0
2011,MG,Milho (em grão),2410400.0
2011,MS,Milho (em grão),1985800.0
2011,MT,Milho (em grão),3796399.9999999995
2011,PA,Milho (em grão),426100.0
2011,PB,Milho (em grão),314200.0
2011,PE,Milho (em grão),596300.0
2011,PI,Milho (em grão),699600.0
2011,PR,Milho (em grão),4971800.0
2011,RJ,Milho (em grão),14200.0
2011,RN,Milho (em grão),147500.0
2011,RO,Milho (em grão),299700.0
2011,RR,Milho (em grão),12500.0
2011,RS,Milho (em grão),2198200.0
2011,SC,Milho (em grão),1096200.0
